# Nepali (Bikram Sambat) calendar data
# Format: bs_year, new_year_ad_date (yyyy-MM-dd), days_in_month_1 through days_in_month_12
# To add a new year: append a line. To fix a month count: edit that line. Rebuild the JAR.
# Supported range: BS 1970 to BS 2100

2052,1995-04-14,31,31,32,31,31,31,30,29,30,29,30,30
2053,1996-04-13,31,32,31,32,31,30,30,30,29,29,30,30
2054,1997-04-13,31,32,31,32,31,30,30,30,29,30,29,31
2055,1998-04-14,31,31,32,31,31,31,30,29,30,29,30,30
2056,1999-04-14,31,31,32,31,32,30,30,29,30,29,30,30
2057,2000-04-13,31,32,31,32,31,30,30,30,29,29,30,31
2058,2001-04-14,30,32,31,32,31,30,30,30,29,30,29,31
2059,2002-04-14,31,31,32,31,31,31,30,29,30,29,30,30
2060,2003-04-14,31,31,32,32,31,30,30,29,30,29,30,30
2061,2004-04-13,31,32,31,32,31,30,30,30,29,29,30,31
2062,2005-04-14,30,32,31,32,31,31,29,30,29,30,29,31
2063,2006-04-14,31,31,32,31,31,31,30,29,30,29,30,30
2064,2007-04-14,31,31,32,32,31,30,30,29,30,29,30,30
2065,2008-04-13,31,32,31,32,31,30,30,30,29,29,30,31
2066,2009-04-14,31,31,31,32,31,31,29,30,30,29,29,31
2067,2010-04-14,31,31,32,31,31,31,30,29,30,29,30,30
2068,2011-04-14,31,31,32,32,31,30,30,29,30,29,30,30
2069,2012-04-13,31,32,31,32,31,30,30,30,29,29,30,31
2070,2013-04-14,31,31,31,32,31,31,29,30,30,29,30,30
2071,2014-04-14,31,31,32,31,31,31,30,29,30,29,30,30
2072,2015-04-14,31,32,31,32,31,30,30,29,30,29,30,30
2073,2016-04-13,31,32,31,32,31,30,30,30,29,29,30,31
2074,2017-04-14,31,31,31,32,31,31,30,29,30,29,30,30
2075,2018-04-14,31,31,32,31,31,31,30,29,30,29,30,30
2076,2019-04-14,31,32,31,32,31,30,30,30,29,29,30,30
2077,2020-04-13,31,32,31,32,31,30,30,30,29,30,29,31
2078,2021-04-14,31,31,31,32,31,31,30,29,30,29,30,30
2079,2022-04-14,31,31,32,31,31,31,30,29,30,29,30,30
2080,2023-04-14,31,32,31,32,31,30,30,30,29,29,30,30
2081,2024-04-13,31,32,31,32,31,30,30,30,29,30,29,31
2082,2025-04-14,31,31,32,31,31,31,30,29,30,29,30,30
2083,2026-04-14,31,31,32,31,31,30,30,29,30,29,30,30
2084,2027-04-14,31,31,32,31,31,30,30,30,29,30,30,30
2085,2028-04-13,31,32,31,32,31,31,30,30,29,30,30,30
2086,2029-04-14,31,32,31,32,31,30,30,30,29,30,30,30
2087,2030-04-14,31,31,32,31,31,31,30,30,29,30,30,30
2088,2031-04-15,30,31,32,32,30,31,30,30,29,30,30,30
2089,2032-04-14,31,32,31,32,31,30,30,30,29,30,30,30
2090,2033-04-14,31,32,31,32,31,30,30,30,29,30,30,30
2091,2034-04-14,31,31,32,31,31,31,30,30,29,30,30,30
2092,2035-04-13,31,31,32,32,31,30,30,30,29,30,30,30
2093,2036-04-14,31,32,31,32,31,30,30,30,29,30,30,30
2094,2037-04-14,31,31,32,31,31,30,30,30,29,30,30,30
2095,2038-04-14,31,31,32,31,31,31,30,29,30,30,30,30
2096,2039-04-15,30,31,32,32,31,30,30,29,30,29,30,30
2097,2040-04-13,31,32,31,32,31,30,30,30,29,30,30,30
2098,2041-04-14,31,31,32,31,31,31,29,30,29,30,30,31
2099,2042-04-14,31,31,32,31,31,31,30,29,29,30,30,30
2100,2043-04-14,31,32,31,32,30,31,30,29,30,29,30,30
